DistrictName,SchoolName,Category,Subcategory,Count,Percent,TotalCount
Kennewick School District,Kamiakin High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,25.0%,4
Kennewick School District,Kamiakin High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,25.0%,4
Kennewick School District,Kamiakin High School,Certificate,T330900 - PROFESSIONAL TEACHER (RENEWAL),1,25.0%,4
Kennewick School District,Kamiakin High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,25.0%,4
Kennewick School District,Kamiakin High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),4,100.0%,4
Kennewick School District,Kamiakin High School,Degree,Bachelor's Degree,2,50.0%,4
Kennewick School District,Kamiakin High School,Degree,Master's Degree,2,50.0%,4
Kennewick School District,Kamiakin High School,Gender,Female,1,25.0%,4
Kennewick School District,Kamiakin High School,Gender,Male,3,75.0%,4
Kennewick School District,Kamiakin High School,RaceEthnicity,White,4,100.0%,4
Kennewick School District,Kennewick High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,50.0%,2
Kennewick School District,Kennewick High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
Kennewick School District,Kennewick High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,50.0%,2
Kennewick School District,Kennewick High School,Degree,Master's Degree,1,50.0%,2
Kennewick School District,Kennewick High School,Degree,Other/Non Degreed,1,50.0%,2
Kennewick School District,Kennewick High School,Gender,Male,2,100.0%,2
Kennewick School District,Kennewick High School,RaceEthnicity,White,2,100.0%,2
Kennewick School District,Southridge High School,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,50.0%,2
Kennewick School District,Southridge High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Kennewick School District,Southridge High School,Degree,Bachelor's Degree,1,50.0%,2
Kennewick School District,Southridge High School,Degree,Other/Non Degreed,1,50.0%,2
Kennewick School District,Southridge High School,Gender,Female,1,50.0%,2
Kennewick School District,Southridge High School,Gender,Male,1,50.0%,2
Kennewick School District,Southridge High School,RaceEthnicity,White,2,100.0%,2
Kennewick School District,Tri-Tech Skills Center,Certificate,1043700 - CONTINUING ELEMENTARY AND SECONDARY TEACHER                 ,1,50.0%,2
Kennewick School District,Tri-Tech Skills Center,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Kennewick School District,Tri-Tech Skills Center,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,2,100.0%,2
Kennewick School District,Tri-Tech Skills Center,Certificate,TCTE300 - CAREER AND TECHNICAL ED INITIAL TEACHER (RENEWAL),1,50.0%,2
Kennewick School District,Tri-Tech Skills Center,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,50.0%,2
Kennewick School District,Tri-Tech Skills Center,Degree,Master's Degree,2,100.0%,2
Kennewick School District,Tri-Tech Skills Center,Gender,Male,2,100.0%,2
Kennewick School District,Tri-Tech Skills Center,RaceEthnicity,White,2,100.0%,2
Kent School District,Cedar Heights Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Kent School District,Cedar Heights Middle School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,100.0%,1
Kent School District,Cedar Heights Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Kent School District,Cedar Heights Middle School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Kent School District,Cedar Heights Middle School,Degree,Bachelor's Degree,1,100.0%,1
Kent School District,Cedar Heights Middle School,Gender,Female,1,100.0%,1
Kent School District,Cedar Heights Middle School,RaceEthnicity,White,1,100.0%,1
Kent School District,Kent Mountain View Academy,Certificate,1043700 - CONTINUING ELEMENTARY AND SECONDARY TEACHER                 ,1,33.3%,3
Kent School District,Kent Mountain View Academy,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,33.3%,3
Kent School District,Kent Mountain View Academy,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,33.3%,3
Kent School District,Kent Mountain View Academy,Certificate,T230700 - CONTINUING TEACHER                                          ,1,33.3%,3
Kent School District,Kent Mountain View Academy,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,33.3%,3
Kent School District,Kent Mountain View Academy,Degree,Bachelor's Degree,1,33.3%,3
Kent School District,Kent Mountain View Academy,Degree,Master's Degree,2,66.7%,3
Kent School District,Kent Mountain View Academy,Gender,Female,1,33.3%,3
Kent School District,Kent Mountain View Academy,Gender,Male,2,66.7%,3
Kent School District,Kent Mountain View Academy,RaceEthnicity,White,3,100.0%,3
Kent School District,Kentlake High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Kent School District,Kentlake High School,Degree,Doctoral Degree,1,100.0%,1
Kent School District,Kentlake High School,Gender,Male,1,100.0%,1
Kent School District,Kentlake High School,RaceEthnicity,White,1,100.0%,1
Kent School District,Kent-Meridian High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Kent School District,Kent-Meridian High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Kent School District,Kent-Meridian High School,Degree,Bachelor's Degree,1,100.0%,1
Kent School District,Kent-Meridian High School,Gender,Male,1,100.0%,1
Kent School District,Kent-Meridian High School,RaceEthnicity,White,1,100.0%,1
Kent School District,Kentridge High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,100.0%,1
Kent School District,Kentridge High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Kent School District,Kentridge High School,Degree,Bachelor's Degree,1,100.0%,1
Kent School District,Kentridge High School,Gender,Male,1,100.0%,1
Kent School District,Kentridge High School,RaceEthnicity,White,1,100.0%,1
Kent School District,Kentwood High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,33.3%,3
Kent School District,Kentwood High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,33.3%,3
Kent School District,Kentwood High School,Certificate,T230700 - CONTINUING TEACHER                                          ,2,66.7%,3
Kent School District,Kentwood High School,Certificate,T320800 - RESIDENCY TEACHER (RENEWAL)                                 ,1,33.3%,3
Kent School District,Kentwood High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),2,66.7%,3
Kent School District,Kentwood High School,Degree,Bachelor's Degree,1,33.3%,3
Kent School District,Kentwood High School,Degree,Master's Degree,2,66.7%,3
Kent School District,Kentwood High School,Gender,Female,3,100.0%,3
Kent School District,Kentwood High School,RaceEthnicity,White,3,100.0%,3
Kent School District,Meeker Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Kent School District,Meeker Middle School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,100.0%,1
Kent School District,Meeker Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Kent School District,Meeker Middle School,Degree,Master's Degree,1,100.0%,1
Kent School District,Meeker Middle School,Gender,Male,1,100.0%,1
Kent School District,Meeker Middle School,RaceEthnicity,White,1,100.0%,1
Kent School District,Meridian Middle School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Kent School District,Meridian Middle School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,100.0%,1
Kent School District,Meridian Middle School,Degree,Master's Degree,1,100.0%,1
Kent School District,Meridian Middle School,Gender,Female,1,100.0%,1
Kent School District,Meridian Middle School,RaceEthnicity,White,1,100.0%,1
Kent School District,Mill Creek Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Kent School District,Mill Creek Middle School,Degree,Bachelor's Degree,1,100.0%,1
Kent School District,Mill Creek Middle School,Gender,Female,1,100.0%,1
Kent School District,Mill Creek Middle School,RaceEthnicity,Black/ African American,1,100.0%,1
Kent School District,Northwood Middle School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Kent School District,Northwood Middle School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Kent School District,Northwood Middle School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Kent School District,Northwood Middle School,Degree,Master's Degree,1,100.0%,1
Kent School District,Northwood Middle School,Gender,Male,1,100.0%,1
Kent School District,Northwood Middle School,RaceEthnicity,Black/ African American,1,100.0%,1
Kettle Falls School District,Kettle Falls High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Kettle Falls School District,Kettle Falls High School,Certificate,T330800 - PROFESSIONAL TEACHER (RENEWAL)                              ,1,100.0%,1
Kettle Falls School District,Kettle Falls High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Kettle Falls School District,Kettle Falls High School,Degree,Master's Degree,1,100.0%,1
Kettle Falls School District,Kettle Falls High School,Gender,Female,1,100.0%,1
Kettle Falls School District,Kettle Falls High School,RaceEthnicity,Two or more races,1,100.0%,1
Lake Stevens School District,Cavelero Mid High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,100.0%,1
Lake Stevens School District,Cavelero Mid High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Lake Stevens School District,Cavelero Mid High School,Degree,Other/Non Degreed,1,100.0%,1
Lake Stevens School District,Cavelero Mid High School,Gender,Female,1,100.0%,1
Lake Stevens School District,Cavelero Mid High School,RaceEthnicity,White,1,100.0%,1
Lake Stevens School District,Lake Stevens Sr High School,Certificate,C270700 - EMERGENCY SUBSTITUTE TEACHER                                ,1,100.0%,1
Lake Stevens School District,Lake Stevens Sr High School,Certificate,CCTE101 - CAREER AND TECHNICAL EDUCATION PROBATIONARY TEACHER         ,1,100.0%,1
Lake Stevens School District,Lake Stevens Sr High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,100.0%,1
Lake Stevens School District,Lake Stevens Sr High School,Degree,Other/Non Degreed,1,100.0%,1
Lake Stevens School District,Lake Stevens Sr High School,Gender,Male,1,100.0%,1
Lake Stevens School District,Lake Stevens Sr High School,RaceEthnicity,White,1,100.0%,1
Lake Washington School District,Eastlake High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,33.3%,3
Lake Washington School District,Eastlake High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,33.3%,3
Lake Washington School District,Eastlake High School,Certificate,T310600 - RESIDENCY TEACHER (FIRST ISSUE)                             ,1,33.3%,3
Lake Washington School District,Eastlake High School,Certificate,T320500 - RESIDENCY TEACHER                                           ,1,33.3%,3
Lake Washington School District,Eastlake High School,Certificate,TCTE500 - CAREER AND TECHNICAL EDUCATION CONTINUING TEACHER           ,1,33.3%,3
Lake Washington School District,Eastlake High School,Degree,Master's Degree,3,100.0%,3
Lake Washington School District,Eastlake High School,Gender,Female,1,33.3%,3
Lake Washington School District,Eastlake High School,Gender,Male,2,66.7%,3
Lake Washington School District,Eastlake High School,RaceEthnicity,Asian,1,33.3%,3
Lake Washington School District,Eastlake High School,RaceEthnicity,White,2,66.7%,3
Lake Washington School District,International Community School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,100.0%,1
Lake Washington School District,International Community School,Certificate,T320900 - RESIDENCY TEACHER (RENEWAL)                                 ,1,100.0%,1
Lake Washington School District,International Community School,Degree,Bachelor's Degree,1,100.0%,1
Lake Washington School District,International Community School,Gender,Male,1,100.0%,1
Lake Washington School District,International Community School,RaceEthnicity,White,1,100.0%,1
Lake Washington School District,Juanita High School,Certificate,A310515 - RESIDENCY ADMINISTRATOR (FIRST ISSUE)                       ,1,100.0%,1
Lake Washington School District,Juanita High School,Certificate,CCTE203 - CAREER AND TECHNICAL EDUCATION CONDITIONAL TEACHER          ,1,100.0%,1
Lake Washington School District,Juanita High School,Certificate,TCTE700 - CAREER AND TECHNICAL ED CONTINUING TEACHER (RENEWAL),1,100.0%,1
Lake Washington School District,Juanita High School,Degree,Master's Degree,1,100.0%,1
Lake Washington School District,Juanita High School,Gender,Male,1,100.0%,1
Lake Washington School District,Juanita High School,RaceEthnicity,White,1,100.0%,1
Lake Washington School District,Lake Washington High School,Certificate,C260700 - SUBSTITUTE TEACHER                                          ,1,50.0%,2
Lake Washington School District,Lake Washington High School,Certificate,CCTE205 - CAREER AND TECHNICAL ED CONDITIONAL TEACHER (RENEWAL),1,50.0%,2
Lake Washington School District,Lake Washington High School,Certificate,T230700 - CONTINUING TEACHER                                          ,1,50.0%,2
Lake Washington School District,Lake Washington High School,Certificate,T330600 - PROFESSIONAL TEACHER,1,50.0%,2
Lake Washington School District,Lake Washington High School,Certificate,TCTE100 - CAREER AND TECHNICAL EDUCATION INITIAL TEACHER              ,1,50.0%,2
