ESDCode,ESDName,DistrictCode,DistrictName,AddressLine1,AddressLine2,City,State,Zipcode,AdministratorName,Phone,Email,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Congressional District",Congress,"State Legislative District House Name","State Legislative District House Number","State Legislative District House OCD id","State Legislative District House Proportion","State Legislative District Senate Name","State Legislative District Senate Number","State Legislative District Senate OCD id","State Legislative District Senate Proportion"
32801,"Educational Service District 101",33049,"Wellpinit School District","PO BOX 390",,WELLPINIT,Washington,99040-9700,"John  Adkins",(509)258-4535,jadkins@wellpinit.org,47.881367,-117.933742,0.5,place,390,"PO Box",,,Wellpinit,WA,"Stevens County",99040,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
04801,"North Central Educational Service District 171",04246,"Wenatchee School District","235 Sunset Ave",,WENATCHEE,Washington,98801-1999,"Kory  Kalahar",(509)663-8161,kalahar.kj@wenatcheeschools.org,47.427641,-120.326111,1,rooftop,235,"Sunset Ave",,,Wenatchee,WA,"Chelan County",98801,US,"Chelan (Public Domain)",WA8,118th,"Legislative District 12",12,ocd-division/country:us/state:wa/sldl:12,1,"Legislative District 12",12,ocd-division/country:us/state:wa/sldu:12,1
32801,"Educational Service District 101",32363,"West Valley School District (Spokane)","PO BOX 11739",,SPOKANE,Washington,99212-2245,"Kyle  Rydell",(509)924-2150,kyle.rydell@wvsd.org,47.670693,-117.310991,0.5,place,11739,"PO Box",,,Spokane,WA,"Spokane County",99212,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 3",3,ocd-division/country:us/state:wa/sldl:3,0.104,"Legislative District 3",3,ocd-division/country:us/state:wa/sldu:3,0.104
39801,"Educational Service District 105",39208,"West Valley School District (Yakima)","8902 ZIER RD",,YAKIMA,Washington,98908-9240,"Peter D Finch",(509)972-6002,finchp@WVSD208.ORG,46.573784,-120.633519,1,rooftop,8902,"Zier Rd",,,Yakima,WA,"Yakima County",98908,US,Yakima,WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
34950,"Washington State Charter School Commission",37902,"Whatcom Intergenerational High School","1 Bellis Fair Parkway","Suite 104",Bellingham,Washington,98225,"Dawn  Walker",(360)220-4834,dawn.walker@intergenerational.school,48.785694,-122.491067,1,rooftop,1,"Bellis Fair Pkwy",,,Bellingham,WA,"Whatcom County",98226,US,"City of Bellingham",WA2,118th,"Legislative District 42",42,ocd-division/country:us/state:wa/sldl:42,1,"Legislative District 42",42,ocd-division/country:us/state:wa/sldu:42,1
34801,"Capital Region ESD 113",21303,"White Pass School District","PO BOX 188",,RANDLE,Washington,98377-9208,"Paul  Farris",(360)497-3791,pfarris@whitepass.k12.wa.us,46.516754,-121.894411,0.5,place,188,"PO Box",,,Randle,WA,"Lewis County",98377,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,,,,,,,,
17801,"Puget Sound Educational Service District 121",27416,"White River School District","PO BOX 2050",,BUCKLEY,Washington,98321-2050,"Scott  Harrison",(360)829-3814,sharrison@whiteriver.wednet.edu,47.152347,-122.079177,0.5,place,2050,"PO Box",,,Buckley,WA,"Pierce County",98321,US,"TIGER/Line® dataset from the US Census Bureau",WA8,118th,"Legislative District 31",31,ocd-division/country:us/state:wa/sldl:31,1,"Legislative District 31",31,ocd-division/country:us/state:wa/sldu:31,1
06801,"Educational Service District 112",20405,"White Salmon Valley School District","PO BOX 157",,"WHITE SALMON",Washington,98672-0157,"Richard  Polkinghorn",(509)493-1500,rich.polkinghorn@whitesalmonschools.org,45.828588,-121.405863,0.5,place,157,"PO Box",,,"White Salmon",WA,"Klickitat County",98672,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,0.957,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,0.957
34950,"Washington State Charter School Commission",17917,"Why Not You Academy (formerly Cascade: Midway charter)","22419 Pacific Highway South",,"Des Moines",Washington,98198,"Abigail  O'Neal",(253)324-3676,aoneal@wnyacademy.org,47.400473,-122.2979,1,rooftop,22419,"Pacific Hwy S",,,"Des Moines",WA,"King County",98198,US,King,WA9,118th,"Legislative District 33",33,ocd-division/country:us/state:wa/sldl:33,1,"Legislative District 33",33,ocd-division/country:us/state:wa/sldu:33,1
32801,"Educational Service District 101",22200,"Wilbur School District","PO BOX 1090",,WILBUR,Washington,99185-1090,"Jay  Tyus",(509)429-5067,jtyus@wcsd.wednet.edu,47.761025,-118.729143,0.5,place,1090,"PO Box",,,Wilbur,WA,"Lincoln County",99185,US,"TIGER/Line® dataset from the US Census Bureau",WA5,118th,"Legislative District 9",9,ocd-division/country:us/state:wa/sldl:9,1,"Legislative District 9",9,ocd-division/country:us/state:wa/sldu:9,1
34801,"Capital Region ESD 113",25160,"Willapa Valley School District","PO BOX 128",,MENLO,Washington,98561-9998,"Nancy  Morris",(360)942-5855,nancym@willapavalley.org,46.514625,-123.76903,0.5,place,128,"PO Box",,,Menlo,WA,"Pacific County",98561,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,1,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,1
04801,"North Central Educational Service District 171",13167,"Wilson Creek School District","PO BOX 46",,"WILSON CREEK",Washington,98860-0046,"Laura M Christian",(509)345-2541,lchristian@wilsoncreek.org,47.473874,-119.18473,0.5,place,46,"PO Box",,,"Wilson Creek",WA,"Grant County",98860,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 7",7,ocd-division/country:us/state:wa/sldl:7,1,"Legislative District 7",7,ocd-division/country:us/state:wa/sldu:7,1
34801,"Capital Region ESD 113",21232,"Winlock School District","PO BOX 128",,WINLOCK,Washington,98596-9417,"Bob  Garrett",(360)785-3582,bgarrett@winlock.wednet.edu,46.490874,-122.879917,0.5,place,128,"PO Box",,,Winlock,WA,"Lewis County",98596,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 19",19,ocd-division/country:us/state:wa/sldl:19,0.907,"Legislative District 19",19,ocd-division/country:us/state:wa/sldu:19,0.907
34801,"Capital Region ESD 113",14117,"Wishkah Valley School District","4640 Wishkah Road",,Aberdeen,Washington,98520-9626,"Rich  Rasanen",(360)532-3128,rrasanen@wishkah.org,47.117347,-123.77013,1,rooftop,4640,"Wishkah Rd",,,Aberdeen,WA,"Grays Harbor County",98520,US,"Grays Harbor",WA6,118th,"Legislative District 24",24,ocd-division/country:us/state:wa/sldl:24,1,"Legislative District 24",24,ocd-division/country:us/state:wa/sldu:24,1
06801,"Educational Service District 112",20094,"Wishram School District","PO BOX 8",,WISHRAM,Washington,98673-0008,"CHRISTOPHER  SCHUMAKER",(509)767-6090,chris.schumaker@wishramschool.org,45.65992,-120.96958,0.5,place,8,"PO Box",,,Wishram,WA,"Klickitat County",98673,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
06801,"Educational Service District 112",08404,"Woodland School District","800 3RD ST",,WOODLAND,Washington,98674-8467,"Michael Z. Green",(360)841-2705,greenm@woodlandschools.org,45.903105,-122.749896,1,range_interpolation,800,"3rd St",,,Woodland,WA,"Cowlitz County",98674,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,1,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,1
OSPI,"Office of Superintendent of Public Instruction",39901,"Yakama Nation Tribal Compact","PO Box 151",,Toppenish,Washington,98948-0151,"Raynel O.  Begay",(509)865-4778,raynel_begay@yakama.com,46.328522,-120.370257,0.5,place,151,"PO Box",,,Toppenish,WA,"Yakima County",98948,US,"TIGER/Line® dataset from the US Census Bureau",WA4,118th,,,,,,,,
39801,"Educational Service District 105",39007,"Yakima School District","104 N 4TH AVE",,YAKIMA,Washington,98902-2636,"Trevor  Greene",(509)573-7001,greene.trevor@ysd7.org,46.602192,-120.515466,1,rooftop,104,"N 4th Ave",,,Yakima,WA,"Yakima County",98902,US,Yakima,WA4,118th,"Legislative District 14",14,ocd-division/country:us/state:wa/sldl:14,1,"Legislative District 14",14,ocd-division/country:us/state:wa/sldu:14,1
34801,"Capital Region ESD 113",34002,"Yelm School District","PO BOX 476",,YELM,Washington,98597-0476,"Christopher  Woods",(360)458-6178,christopher_woods@ycs.wednet.edu,46.882364,-122.562689,0.5,place,476,"PO Box",,,Yelm,WA,"Thurston County",98597,US,"TIGER/Line® dataset from the US Census Bureau",WA3,118th,"Legislative District 20",20,ocd-division/country:us/state:wa/sldl:20,0.484,"Legislative District 20",20,ocd-division/country:us/state:wa/sldu:20,0.484
39801,"Educational Service District 105",39205,"Zillah School District","213 4TH AVE",,ZILLAH,Washington,98953-9533,"Doug  Burge",(509)829-5911,doug.burge@zillahschools.org,46.406443,-120.264374,0.9,nearest_rooftop_match,212,"4th Ave",,,Zillah,WA,"Yakima County",98953,US,"Statewide WA",WA4,118th,"Legislative District 15",15,ocd-division/country:us/state:wa/sldl:15,1,"Legislative District 15",15,ocd-division/country:us/state:wa/sldu:15,1
